s,俳句,読み,季語候補,plutchik_main,nihon_main,nihon_sub,main_confidence,季節,ジャンル,出典,年,has_repetition
13620,秋風やむしりたがりし赤い花,あきかぜや むしりたがりし あかいはな,秋風,期待,無垢,物の哀れ,0.65,秋,天文,おらが春,文政2,FALSE
13923,露打や青松(が)枝のにはか垣,つゆうつや あおまつがえだの にわかがき,露,喜び,風雅,静寂,0.75,秋,天文,八番日記,文政2,FALSE
13924,露の玉遊び所や茶のけぶり,つゆのたま あそびどころや ちゃのけぶり,露,喜び,風雅,幽玄,0.75,秋,天文,八番日記,文政2,FALSE
13925,露の玉袖の上にも転りけり,つゆのたま そでのうえにも ころがりけり,露,喜び,風雅,幽玄,0.75,秋,天文,八番日記,文政2,FALSE
13926,露の玉袖に受けても転りけり,つゆのたま そでにうけても ころがりけり,露,喜び,風雅,幽玄,0.72,秋,天文,八番日記,文政2,FALSE
13927,露の玉つまんだ時も仏哉,つゆのたま つまんだときも ほとけかな,露,喜び,幽玄,静寂,0.75,秋,天文,八番日記,文政2,FALSE
13928,露の玉つまんだ所仏也,つゆのたま つまんだところ ほとけなり,露,喜び,幽玄,風雅,0.75,秋,天文,八番日記,文政2,FALSE
13929,露の玉つまんで見たるわらべ哉,つゆのたま つまんでみたる わらべかな,露,喜び,愛らしさ,風雅,0.75,秋,天文,八番日記,文政2,FALSE
13930,露の身(の)一人通るとかくはしら,つゆのみの ひとりとおると かくはしら,露,静寂,幽玄,余情,0.75,秋,天文,八番日記,文政2,FALSE
13931,露の世は露の世ながらさりながら,つゆのよは つゆのよながら さりながら,露,無常,幽玄,淡白,0.75,秋,天文,おらが春,文政2,FALSE
13932,露も又干ぬや小松の馳走垣,つゆもまた ひぬやこまつの ちそうがき,露,喜び,風雅,幽玄,0.75,秋,天文,八番日記,文政2,FALSE
13933,蓮の露転かし込だる茶瓶哉,はすのつゆ こかしこんだる ちゃびんかな,露,喜び,風雅,幽玄,0.75,秋,天文,八番日記,文政2,FALSE
13934,蓮の露かけて入たる茶瓶哉,はすのつゆ かけていれたる ちゃびんかな,露,喜び,風雅,静寂,0.75,秋,天文,八番日記,文政2,FALSE
13936,蓮の露一つもあまる朝茶哉,はすのつゆ ひとつもあまる あさちゃかな,露,喜び,風雅,淡白,0.75,秋,天文,八番日記,文政2,FALSE
13938,蓮の葉に此世の露はいびつ也,はすのはに このよのつゆは いびつなり,露,悲しみ,無垢,物の哀れ,0.75,秋,天文,八番日記,文政2,FALSE
13940,夕やけや唐紅の露しぐれ,ゆうやけや からくれないの つゆしぐれ,露,喜び,風雅,幽玄,0.75,秋,天文,八番日記,文政2,FALSE
14054,露霜をゑひしてなめる御馬哉,つゆじもを えいしてなめる おうまかな,露霜,喜び,風雅,愛らしさ,0.75,秋,天文,八番日記,文政2,FALSE
14078,石川はぐはらり稲妻さらり哉,いしかわは がらりいなづま さらりかな,稲妻,驚き,風雅,幽玄,0.75,秋,天文,梅塵八番,文政2,FALSE
14079,稲妻につむりなでけり引蟇,いなづまに つむりなでけり ひきがえる,稲妻,驚き,幽玄,物の哀れ,0.75,夏,人事,八番日記,文政2,FALSE
14081,稲妻や門に寝並ぶ目出度顔,いなづまや かどにねならぶ めでたがお,稲妻,喜び,風雅,可憐さ,0.75,秋,天文,八番日記,文政2,FALSE
14082,稲妻や一切づゝに世がなをる,いなづまや ひときれづつに よがなおる,稲妻,驚き,幽玄,無常,0.75,秋,天文,梅塵八番,文政2,FALSE
14157,霧雨や夜霧昼霧我庵は,きりさめや よぎりひるぎり わがいおは,霧,静寂,幽玄,余情,0.75,秋,天文,八番日記,文政2,FALSE
14158,さむしろや一文橋も霧の立,さむしろや いちもんばしも きりのたつ,霧,静寂,幽玄,無常,0.75,秋,天文,八番日記,文政2,FALSE
14160,夕霧や馬の覚し橋の穴,ゆうぐれや うまのおぼえし はしのあな,霧,驚き,幽玄,静寂,0.72,秋,天文,八番日記,文政2,FALSE
14214,待かねて雁の下る刈田かや,まちかねて かりのおりたる かりたかや,刈田,期待,無常,物の哀れ,0.75,秋,地理,八番日記,文政2,FALSE
14534,歌書や梶のかはりに糸瓜の葉,うたかくや かじのかわりに へちまのは,梶の葉,信頼,風雅,静寂,0.75,秋,人事,八番日記,文政2,FALSE
14555,七日の夜たゞの星さへ見られけり,なのかのよ ただのほしさえ みられけり,星合,喜び,幽玄,静寂,0.75,秋,人事,八番日記,文政2,FALSE
14607,祭礼の間に合にけり縞芒,さいれいの まにあいにけり しますすき,御射山祭,喜び,風雅,無常,0.75,秋,人事,八番日記,文政2,FALSE
14608,世を捨ぬ人の庇の芒かな,よをすてぬ ひとのひさしの すすきかな,御射山祭,悲しみ,無常,物の哀れ,0.75,秋,人事,八番日記,文政2,FALSE
14662,小座(し)きや袖でかけたる菊の酒,おざしきや そででかけたる きくのさけ,重陽,喜び,風雅,淡白,0.75,秋,人事,八番日記,文政2,FALSE
14693,名月のあるが上にも玉火哉,めいげつの あるがうえにも たまびかな,花火,喜び,風雅,幽玄,0.75,秋,人事,八番日記,文政2,FALSE
14873,乳呑子の風よけに立かゞし哉,ちのみごの かぜよけにたつ かがしかな,案山子,信頼,愛らしさ,素朴,0.75,秋,人事,八番日記,文政2,FALSE
14941,出来秋や縄引ぱりし寺の門,できあきや なわひっぱりし てらのかど,出来秋,喜び,風雅,物の哀れ,0.72,秋,人事,八番日記,文政2,FALSE
15049,雨の夜やつい隣なる小夜ぎぬた,あめのよや ついとなりなる さよぎぬた,砧,悲しみ,無垢,物の哀れ,0.75,秋,人事,八番日記,文政2,FALSE
15050,行灯を畑に居へて砧かな,あんどんを はたけにすえて きぬたかな,砧,喜び,風雅,静寂,0.75,秋,人事,梅塵八番,文政2,FALSE
15052,行灯を松につるして小夜ぎぬた,あんどんを まつにつるして さよぎぬた,砧,喜び,風雅,静寂,0.75,秋,人事,八番日記,文政2,FALSE
15054,木の下に茶の湧にけり小夜砧,きのしたに ちゃのわきにけり さよぎぬた,砧,喜び,風雅,静寂,0.75,秋,人事,八番日記,文政2,FALSE
15055,恋衣打るゝ夜あり庵の石,こいころも うたるるよあり いおのいし,砧,喜び,風雅,幽玄,0.75,秋,人事,八番日記,文政2,FALSE
15056,御祝儀に打真似したるあさ衣,ごしゅうぎに うつまねしたる あさごろも,砧,喜び,風雅,淡白,0.75,秋,人事,八番日記,文政2,FALSE
15057,衣打槌の下より吉の川,ころもうつ つちのしたより よしのがわ,砧,喜び,風雅,静寂,0.75,秋,人事,八番日記,文政2,FALSE
15058,尻べたで真似をする也小(夜)ぎぬた,しりべたで まねをするなり さよぎぬた,砧,喜び,滑稽,可憐さ,0.72,秋,人事,八番日記,文政2,FALSE
15059,鳴しかも母や恋しき小夜ぎぬた,なくしかも ははやこいしき さよぎぬた,砧,悲しみ,無垢,物の哀れ,0.75,秋,人事,八番日記,文政2,FALSE
15061,はゝ木々の入の入り也小夜ぎぬた,ははきぎの いりのいりなり さよぎぬた,砧,喜び,風雅,静寂,0.75,秋,人事,八番日記,文政2,FALSE
15062,母の日や壁おがみつゝ小夜ぎぬた,ははのひや かべおがみつつ さよぎぬた,砧,悲しみ,無垢,物の哀れ,0.75,秋,人事,八番日記,文政2,FALSE
15064,梟が拍子とる也小夜ぎぬた,ふくろうが ひょうしとるなり さよぎぬた,砧,喜び,風雅,幽玄,0.75,秋,人事,八番日記,文政2,FALSE
15065,山風や衣うたれて夜鳴石,やまかぜや ころもうたれて よなきいし,砧,悲しみ,幽玄,無常,0.75,秋,人事,八番日記,文政2,FALSE
15105,ことし米親と云字を拝みけり,ことしまい おやというじを おがみけり,新米,喜び,風雅,物の哀れ,0.72,秋,人事,八番日記,文政2,FALSE
15222,春日野や駄菓(子)に交る鹿の屎,かすがのや だがしにまじる しかのくそ,鹿,嫌悪,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
15224,さをしかの角にかけたり手行灯,さおしかの つのにかけたり てあんどん,鹿,喜び,風雅,幽玄,0.75,秋,動物,八番日記,文政2,FALSE
15225,さをしかやことし生れも秋の声,さおしかや ことしうまれも あきのこえ,鹿,喜び,風雅,無常,0.72,秋,動物,八番日記,文政2,FALSE
15226,爺鹿が寝所見付て呼りけり,じいしかが ねどこみつけて よばりけり,鹿,喜び,素朴,滑稽,0.72,秋,動物,八番日記,文政2,FALSE
15228,爺鹿の瀬ぶみ致スや俄川,じいしかの せぶみいたすや にわかがわ,鹿,驚き,風雅,幽玄,0.75,秋,動物,八番日記,文政2,FALSE
15229,椎の葉に誰盛にけん鹿の屎,しいのはに たがもりにけん しかのくそ,鹿,嫌悪,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
15230,鹿笛や(下)手が吹ても夜の声,しかぶえや へたがふいても よるのこえ,鹿,驚き,幽玄,静寂,0.75,秋,動物,八番日記,文政2,FALSE
15231,神前に鳴さをしかも子やほしき,しんぜんに なくさおしかも こやほしき,鹿,期待,風雅,幽玄,0.72,秋,動物,八番日記,文政2,FALSE
15232,息才に紅葉を見るよ夫婦鹿,そくさいに もみじをみるよ めおとじか,鹿,喜び,風雅,物の哀れ,0.72,秋,動物,八番日記,文政2,FALSE
15233,高縁を睨でよぶや男鹿,たかえんを にらんでよぶや おとこじか,鹿,驚き,風雅,幽玄,0.75,秋,動物,八番日記,文政2,FALSE
15235,角ありと夜は思はずしかの声,つのありと よるはおもわず しかのこえ,鹿,驚き,幽玄,静寂,0.75,秋,動物,八番日記,文政2,FALSE
15236,どこを風吹かと寝かや老女鹿,どこをかぜ ふくかとねかや おいめじか,鹿,驚き,幽玄,静寂,0.75,秋,動物,八番日記,文政2,FALSE
15237,鳴鹿の片顔かくす鳥居哉,なくしかの かたかおかくす とりいかな,鹿,驚き,幽玄,風雅,0.75,秋,動物,八番日記,文政2,FALSE
15238,鳴鹿や今二三丁遠からば,なくしかや いまにさんちょう とおからば,鹿,期待,幽玄,静寂,0.65,秋,動物,八番日記,文政2,FALSE
15239,鳴な鹿柳が蛇になるほどに,なくなしか やなぎがへびに なるほどに,鹿,驚き,幽玄,陰翳,0.75,秋,動物,梅塵八番,文政2,FALSE
15240,寝た鹿をふんまたぎたる法師哉,ねたしかを ふんまたぎたる ほうしかな,鹿,嫌悪,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
15241,はいかいの集を負せん庵の鹿,はいかいの あつまりをおわせん いおのしか,鹿,信頼,風雅,幽玄,0.75,秋,動物,八番日記,文政2,FALSE
15242,不性しか鳴放したて寝たりけり,ぶしょうしか なきはなしたて ねたりけり,鹿,静寂,幽玄,余情,0.75,秋,動物,八番日記,文政2,FALSE
15243,不性鹿寝て居てひゝと答へけり,ぶしょうしか ねていていいと こたえけり,鹿,驚き,滑稽,幽玄,0.75,秋,動物,八番日記,文政2,FALSE
15244,下手笛によつくきけとや鹿のなく,へたぶえに よっくきけとや しかのなく,鹿,驚き,幽玄,静寂,0.75,秋,動物,八番日記,文政2,FALSE
15246,山寺や縁の上なるしかの声,やまでらや えんのうえなる しかのこえ,鹿,静寂,幽玄,風雅,0.75,秋,動物,八番日記,文政2,FALSE
15247,夕暮や鹿に立添ふ羅かん顔,ゆうぐれや しかにたちそう らかんがお,鹿,静寂,幽玄,無常,0.75,秋,動物,八番日記,文政2,FALSE
15313,木啄のけいこにたたく柱哉,きつつきの けいこにたたく はしらかな,啄木鳥,喜び,風雅,静寂,0.75,秋,動物,八番日記,文政2,FALSE
15314,木啄の仕合いかに夕の月,きつつきの しあわせいかに ゆうのつき,啄木鳥,驚き,幽玄,風雅,0.75,秋,動物,八番日記,文政2,FALSE
15315,木啄の目利して見る庵哉,きつつきの めききしてみる いおりかな,啄木鳥,喜び,風雅,幽玄,0.75,秋,動物,八番日記,文政2,FALSE
15317,木啄もやめて聞かよ夕木魚,きつつきも やめてきくかよ ゆうもくぎょ,啄木鳥,驚き,幽玄,静寂,0.75,秋,動物,八番日記,文政2,FALSE
15328,鵙の声かんにん袋どうきつた,もずのこえ かんにんぶくろ どうきった,鵙,驚き,滑稽,物の哀れ,0.72,秋,動物,八番日記,文政2,FALSE
15329,鵙の声かんにん袋切れたりな,もずのこえ かんにんぶくろ きれたりな,鵙,悲しみ,無垢,物の哀れ,0.75,秋,動物,八番日記他,文政2,FALSE
15533,得手物の片(足)立や小田の雁,えてものの かたあしだちや おだのかり,雁,悲しみ,無垢,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15535,大組を呼おろしけり小田の雁,おおぐみを よびおろしけり おだのかり,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15536,小組を呼おろしけり小田の雁,しょうくみを よびおろしけり おだのかり,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15537,おりよ雁一もくさんに我前へ,おりよかり いちもくさんに わがまえへ,雁,期待,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15538,片足立して見せる也杭の雁,かたあしだち してみせるなり くいのかり,雁,喜び,風雅,幽玄,0.72,秋,動物,八番日記,文政2,FALSE
15539,門の雁片足立て思案哉,かどのかり かたあしたてて しあんかな,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15540,雁急ゲ追分陰(る)坂木てる,かりいそげ おいわけかげる さかきてる,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15541,雁鴨や御成りもしらで安堵顔,かりかもや おなりもしらで あんどがお,雁,喜び,風雅,無常,0.72,秋,動物,八番日記,文政2,FALSE
15542,雁どもゝ夜を日に次で渡りけり,かりどもも よをひにつぎで わたりけり,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15544,雁鳴な馬でも呑ぞ八兵衛は,かりなくな うまでものむぞ はちべいは,雁,喜び,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
15545,雁鳴やなんなく碓井越たりと,かりなくや なんなくうすい こえたりと,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15546,爰退て雁を下さんあさぢ原,ここのいて かりをくださん あさじはら,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15547,初雁の三羽も竿と成にけり,はつかりの さんわもさおと なりにけり,雁,喜び,風雅,淡白,0.75,秋,動物,八番日記,文政2,FALSE
15548,はつ雁も泊るや恋の軽井沢,はつかりも とまるやこいの かるいさわ,雁,喜び,風雅,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15550,ほそけぶりあなどりもせで来る雁よ,ほそけぶり あなどりもせで くるかりよ,雁,悲しみ,無垢,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15551,木母寺の古き夕や芦に雁,もくぼじの ふるきゆうべや あしにかり,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15553,渡雁腹をいためな九月峰,わたるかり はらをいためな とげつほう,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15601,追れても人住里や渡り鳥,おわれても ひとすむさとや わたりどり,渡り鳥,悲しみ,無常,物の哀れ,0.75,秋,動物,八番日記,文政2,FALSE
15604,かい由り里を便りや渡り鳥,かいまがり さとをたよりや わたりどり,渡り鳥,期待,無垢,物の哀れ,0.65,秋,動物,八番日記,文政2,FALSE
15605,喧嘩すなあひみたがひに渡り鳥,けんかすな あいみたがいに わたりどり,渡り鳥,怒り,無垢,物の哀れ,0.72,秋,動物,八番日記,文政2,FALSE
15607,どふ追れても人里を渡り鳥,どうおわれ てもひとざとを わたりどり,渡り鳥,期待,無常,物の哀れ,0.72,秋,動物,八番日記,文政2,FALSE
15608,追はれても人里を渡り鳥,おわれても ひとざとを わたりどり,渡り鳥,悲しみ,無常,物の哀れ,0.72,秋,動物,八番日記,文政2,FALSE
15619,山雀の輪抜しながら渡りけり,やまがらの わぬけしながら わたりけり,山雀,喜び,風雅,静寂,0.75,秋,動物,八番日記,文政2,FALSE
15741,鳴虫や五分の魂ほしいとて,なくむしや ごぶのたましい ほしいとて,虫,期待,無垢,物の哀れ,0.65,秋,動物,八番日記,文政2,FALSE
15743,虫どもゝ豆ではねるかもどつたぞ,むしどもも まめではねるか もどったぞ,虫,嫌悪,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
15798,だんごめせ虫も屁をこく爺が哉,だんごめせ むしもへをこく じじがかな,放屁虫,嫌悪,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
15799,虫の屁を指して笑ひ仏哉,むしのへを ゆびさしてわらい ほとけかな,放屁虫,喜び,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
15938,?のとぶや唐箕のほこり先,こおろぎの とぶやとうみの ほこりさき,こほろぎ,驚き,風雅,幽玄,0.72,秋,動物,八番日記,文政2,FALSE
16105,蛬かゞしの腹で鳴にけり,きりぎりす かがしのはらで なきにけり,きりぎりす,喜び,幽玄,静寂,0.75,秋,動物,八番日記,文政2,FALSE
16146,かまきりやかんにん袋どふ切た,かまきりや かんにんぶくろ どうきった,蟷螂,嫌悪,滑稽,素朴,0.75,秋,動物,八番日記,文政2,FALSE
16171,馬柄杓にちよいと葎(の)咲にけり,まびしゃくに ちよいとむぐらの さきにけり,葎の花,喜び,風雅,淡白,0.72,秋,植物,八番日記,文政2,FALSE
16229,一寸の草にも五分の花さきぬ,いっすんの くさにもごぶの はなさきぬ,草の花,喜び,風雅,物の哀れ,0.75,秋,植物,七番日記,文政2,FALSE
16400,赤菊の天窓（の）ねきや隠居道,あかぎくの あたまのねきや いんきょみち,菊,信頼,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
16401,井筒から日本風ぞ菊の花,いづつから にっぽんふうぞ きくのはな,菊,喜び,風雅,淡白,0.75,秋,植物,梅塵八番,文政2,FALSE
16402,大菊や責らはのもけふ迄ぞ,おおぎくや せめらるるのも きょうまでぞ,菊,悲しみ,無垢,物の哀れ,0.75,秋,植物,八番日記,文政2,FALSE
16404,大菊や人の拾いし栗のいが,おおぎくや ひとのひろいし くりのいが,菊,喜び,風雅,物の哀れ,0.72,秋,植物,梅塵八番,文政2,FALSE
16405,大菊は縄目を恥と思はずや,おおぎくは なわめをはじと おもわずや,菊,信頼,風雅,余情,0.75,秋,植物,八番日記,文政2,FALSE
16407,開山は芭蕉さま也菊の花,かいざんは ばしょうさまなり きくのはな,菊,喜び,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
16408,菊園や歩きながらの小盃,きくえんや あるきながらの こさかずき,菊,喜び,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
16410,菊作（り）きくより白きつむり哉,きくつくり きくよりしろき つむりかな,菊,喜び,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
16412,鍬を杖につくづく菊の主哉,くわをつえに つくづくきくの あるじかな,菊,悲しみ,無垢,物の哀れ,0.75,秋,植物,八番日記,文政2,FALSE
16414,鍬さげて新農顔やきくの花,くわさげて しんのうがおや きくのはな,菊,喜び,風雅,素朴,0.75,秋,植物,八番日記,文政2,FALSE
16415,鍬の柄に小僧の名有菊の花,くわのえに こぞうのなあり きくのはな,菊,喜び,風雅,素朴,0.72,秋,植物,八番日記,文政2,FALSE
16417,下戸庵が疵也こんな菊の花,げこあんが きずなりこんな きくのはな,菊,悲しみ,無垢,物の哀れ,0.72,秋,植物,八番日記,文政2,FALSE
16418,小隠居や菊の中なる茶呑道,こいんきょや きくのなかなる ちゃのみみち,菊,喜び,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
16419,小菊なら縄目の恥はなかるべし,こぎくなら なわめのはじは なかるべし,菊,信頼,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
16420,小ぶりなは小僧がくわや菊の花,こぶりなは こぞうがくわや きくのはな,菊,喜び,愛らしさ,風雅,0.72,秋,植物,八番日記,文政2,FALSE
16424,酒臭き紙屑籠やきくの花,さけくさき かみくずかごや きくのはな,菊,嫌悪,素朴,物の哀れ,0.75,秋,植物,八番日記,文政2,FALSE
16425,猿の脈も見る顔付やきくの花,さるのみゃくも みるかおつきや きくのはな,菊,驚き,幽玄,風雅,0.75,秋,植物,八番日記,文政2,FALSE
16426,枕先で画解する也菊の花,まくらさきで えときするなり きくのはな,菊,喜び,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
16427,殿よりも少上坐や菊の花,とのよりも すこしかみざや きくのはな,菊,喜び,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
16428,入道の大はち巻できくの花,にゅうどうの おおはちまきで きくのはな,菊,喜び,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
16429,寝る連に瓢もごろり菊の花,ねるつれに ひさごもごろり きくのはな,菊,喜び,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
16430,隙村や菊の中なる朝茶道,ひまむらや きくのなかなる あさちゃみち,菊,喜び,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
16432,向たい方へつん向て菊の花,むきたいほうへ つんむきて きくのはな,菊,喜び,風雅,静寂,0.65,秋,植物,八番日記,文政2,FALSE
16433,籔菊のこつそり独盛りけり,やぶぎくの こっそりひとり さかりけり,菊,喜び,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
16435,藪菊や畠の縁（の）茶呑道,やぶぎくや はたけのふちの ちゃのみみち,菊,喜び,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
16436,山寺や糧の内なる菊の花,やまでらや かてのうちなる きくのはな,菊,信頼,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
16440,我やうにどつさり寝たよ菊の花,わがやうに どっさりねたよ きくのはな,菊,喜び,風雅,静寂,0.75,秋,植物,おらが春,文政2,FALSE
16682,蕣にかして咲する庇かな,あさがおに かしてさかする ひさしかな,朝顔,喜び,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
16684,朝顔や一霜過てぱっと咲,あさがおや ひとしもすぎて ぱっとさく,朝顔,喜び,風雅,無常,0.75,秋,植物,八番日記,文政2,FALSE
16799,門の蔦さが念仏のしなん哉,かどのつた さがねんぶつの しなんかな,蔦,悲しみ,無垢,物の哀れ,0.72,秋,植物,八番日記,文政2,FALSE
16800,さが流の大念仏や蔦紅葉,さがりゅうの だいねんぶつや つたこうもみじ,蔦,信頼,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
16801,念仏の指南所や庵の蔦,ねんぶつの しなんどころや いおのつた,蔦,信頼,静寂,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
16870,さをしかの喰こぼしけり萩の花,さおしかの くいこぼしけり はぎのはな,萩（木萩）,喜び,風雅,物の哀れ,0.72,秋,植物,八番日記,文政2,FALSE
16902,葛蔓の手にしてまとふ柱かな,くずつるの てにしてまとう はしらかな,葛（葛の花）,喜び,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
16940,新しい流潅頂や蓼の花,あたらしい ながれかんじょうや たでのはな,蓼の花,喜び,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
16941,下戸庵が疵也こんな蘭の花,げこあんが きずなりこんな らんのはな,蘭の花,悲しみ,無垢,物の哀れ,0.72,秋,植物,梅塵八番,文政2,FALSE
16957,芋の安売ぞ嚔んも八九升,いものやすうりぞ はなひんも はっくしょう,芋,喜び,滑稽,素朴,0.75,秋,植物,八番日記,文政2,FALSE
17011,馬のくび曲らぬ程の稲穂哉,うまのくび まがらぬほどの いなほかな,稲,喜び,風雅,余情,0.75,秋,植物,八番日記,文政2,FALSE
17012,かりる田や三遍舞て雁おりる,かりるたや さんべんまいて かりおりる,稲,喜び,風雅,無常,0.72,秋,植物,八番日記,文政2,FALSE
17013,首出して稲付馬の通りけり,くびだして いねつけうまの とおりけり,稲,喜び,風雅,素朴,0.75,秋,植物,八番日記,文政2,FALSE
17014,蜻蛉もおがむ手つきや稲の花,とんぼうも おがむてつきや いねのはな,稲,喜び,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
17015,まけぬきに畠もそよぐ稲穂哉,まけぬきに はたけもそよぐ いなほかな,稲,喜び,風雅,余情,0.75,秋,植物,八番日記,文政2,FALSE
17016,夕月や刈穂の上の神酒徳り,ゆうづきや かりほのうえの みきとくり,稲,喜び,風雅,幽玄,0.75,秋,植物,八番日記,文政2,FALSE
17138,花ならばなほ引立ん縞芒,はなならば なおひきたてん しますすき,芒（花芒 穂芒 尾花）,喜び,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
17139,一念仏申（す）程して芒哉,ひとねぶつ もうすほどして すすきかな,芒（花芒 穂芒 尾花）,信頼,幽玄,風雅,0.75,秋,植物,八番日記,文政2,FALSE
17141,むら芒庵の柱をすりきるな,むらすすき いおのはしらを すりきるな,芒（花芒 穂芒 尾花）,怒り,風雅,静寂,0.75,秋,植物,八番日記,文政2,FALSE
17239,門紅葉茶色でらちを明にけり,かどもみじ ちゃいろでらちを あけにけり,紅葉,喜び,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
17240,百連の豆ぶら下る紅葉哉,ひゃくれんの まめぶらさがる もみじかな,紅葉,喜び,風雅,淡白,0.75,秋,植物,八番日記,文政2,FALSE
17242,紅葉して千蘭四五連なる木哉,もみじして せんらんしごれん なるきかな,紅葉,喜び,風雅,無常,0.75,秋,植物,八番日記,文政2,FALSE
17351,頬べたにあてなどするや赤い柿,ほほべたに あてなどするや あかいかき,柿,喜び,愛らしさ,風雅,0.75,秋,植物,八番日記,文政2,FALSE
17485,踏込で糸瓜の皮のだん袋,ふみこんで へちまのかわの だんぶくろ,糸瓜,喜び,素朴,風雅,0.65,秋,植物,八番日記,文政2,FALSE
17496,鶺鴒がたゝいて見たる南瓜哉,せきれいが たたいてみたる かぼちゃかな,南瓜,喜び,風雅,幽玄,0.72,秋,植物,八番日記,文政2,FALSE
17529,団栗がむけんの鐘をたゝく也,どんぐりが むけんのかねを たたくなり,団栗,喜び,風雅,可憐さ,0.72,秋,植物,八番日記,文政2,FALSE
17574,迹の人三ッ栗三ッひろひけり,のちのひと みつぐりみっつ ひろいけり,栗,喜び,風雅,余情,0.75,秋,植物,八番日記,文政2,FALSE
17575,剰（へ）二子なりけりすがれ栗,あまつさへ ふたごなりけり すがれぐり,栗,驚き,無垢,物の哀れ,0.72,秋,植物,八番日記,文政2,FALSE
17577,大きさや人の拾ひし栗のいが,おおきさや ひとのひろいし くりのいが,栗,驚き,無垢,物の哀れ,0.65,秋,植物,八番日記,文政2,FALSE
17578,大栗は猿の薬礼と見へにけり,おおぐりは さるのやくれいと みえにけり,栗,驚き,風雅,幽玄,0.72,秋,植物,八番日記,文政2,FALSE
17579,落る葉もちら（り）ほふ（り）やすがれ栗,おちるはも ちらりほらりや すがれぐり,栗,悲しみ,無常,物の哀れ,0.75,秋,植物,八番日記,文政2,FALSE
17580,流るゝに苦はなかりけり栗ならば,ながるるに くはなかりけり くりならば,栗,喜び,淡白,物の哀れ,0.72,秋,植物,八番日記,文政2,FALSE
17582,人ちゝり木の葉もちゝりすがれ栗,ひとちらり このはもちらり すがれぐり,栗,喜び,風雅,物の哀れ,0.75,秋,植物,八番日記,文政2,FALSE
17585,娘事をせよとはたすや杓子栗,よめごとを せよとわたすや しゃくしぐり,栗,期待,滑稽,素朴,0.64,秋,植物,八番日記,文政2,FALSE
17680,茸とり刀で分る芒かな,きのことり かたなでわける すすきかな,きのこ,喜び,素朴,風雅,0.72,秋,植物,八番日記,文政2,FALSE
17681,木末から猿がをしへる茸哉,こずえから さるがおしへる きのこかな,きのこ,喜び,愛らしさ,風雅,0.72,秋,植物,八番日記,文政2,FALSE
17682,小坊主に高名されし茸哉,こぼうずに こうみょうされし きのこかな,きのこ,喜び,滑稽,愛らしさ,0.72,秋,植物,八番日記,文政2,FALSE
